Month,Longitudes,Latitudes,Elevation,ExtSR,MonthlyAvgI_HP,MonthlyAvgI_IncP,OptSlopeAngle,MontlyAvgI_B,Ratio_D_G
September,74,38,4025,1.367,181.89,214.56,32,212.11,0.28
October,74,38,4025,1.367,136.54,188.38,32,180.54,0.3
November,74,38,4025,1.367,92.24,147.17,32,147.26,0.3
December,74,38,4025,1.367,75.06,125.15,32,115.32,0.37
January,76,33,2875,1.367,54.8,70.03,28,46.24,0.59
February,76,33,2875,1.367,35.28,39.6,28,19.69,0.74
March,76,33,2875,1.367,91.57,98.48,28,54.69,0.6
April,76,33,2875,1.367,122.25,123.08,28,71.91,0.59
May,76,33,2875,1.367,147.16,141.24,28,95.52,0.54
June,76,33,2875,1.367,203.31,187.56,28,170.65,0.39
July,76,33,2875,1.367,152.52,143.61,28,104.32,0.51
August,76,33,2875,1.367,198.1,199.42,28,184.09,0.36
September,76,33,2875,1.367,160.13,178.62,28,165.22,0.34
October,76,33,2875,1.367,146.92,188.4,28,185.25,0.29
November,76,33,2875,1.367,95.07,132.54,28,119.12,0.38
December,76,33,2875,1.367,82.3,117.82,28,97.9,0.45
January,76,34,5389,1.367,32.7,40.73,25,28.5,0.63
February,76,34,5389,1.367,59.06,75.19,25,65.82,0.3
March,76,34,5389,1.367,58.77,64.45,25,41.54,0.56
April,76,34,5389,1.367,101.51,102.18,25,62.71,0.57
May,76,34,5389,1.367,158.71,157.84,25,98.65,0.5
June,76,34,5389,1.367,194.15,184.91,25,132.25,0.48
July,76,34,5389,1.367,169.56,163.7,25,112.32,0.5
August,76,34,5389,1.367,187.83,191.35,25,159.84,0.4
September,76,34,5389,1.367,154.35,170.29,25,142.73,0.41
October,76,34,5389,1.367,121.17,146.52,25,122.01,0.45
November,76,34,5389,1.367,69.85,85.1,25,51.35,0.62
December,76,34,5389,1.367,63.42,85.46,25,65.35,0.54
January,76,35,4298,1.367,31.68,39.91,30,25.65,0.69
February,76,35,4298,1.367,73.35,98.98,30,90.04,0.23
March,76,35,4298,1.367,89.12,104.48,30,86.05,0.33
April,76,35,4298,1.367,91.57,90.69,30,55.68,0.61
May,76,35,4298,1.367,129.66,125.91,30,70.01,0.59
June,76,35,4298,1.367,168.16,156.22,30,95.1,0.59
July,76,35,4298,1.367,163.71,154.5,30,104.57,0.55
August,76,35,4298,1.367,185.42,188.17,30,151.43,0.42
September,76,35,4298,1.367,164.41,184.23,30,155.16,0.39
October,76,35,4298,1.367,132.65,169.45,30,145.57,0.38
November,76,35,4298,1.367,90.22,124.13,30,96.65,0.48
December,76,35,4298,1.367,66.35,91.61,30,66.9,0.58
January,76,36,5131,1.367,31.48,38.5,22,27.31,0.63
February,76,36,5131,1.367,37.74,42.8,22,24.18,0.71
March,76,36,5131,1.367,74.07,81.13,22,51.62,0.58
April,76,36,5131,1.367,81.13,82.52,22,36.29,0.69
May,76,36,5131,1.367,140.78,139.62,22,72.63,0.62
June,76,36,5131,1.367,160.83,155.99,22,77.69,0.64
July,76,36,5131,1.367,154.42,152.23,22,73.99,0.63
August,76,36,5131,1.367,162.63,165.3,22,92.55,0.59
September,76,36,5131,1.367,119.19,126.07,22,74.58,0.59
October,76,36,5131,1.367,79.95,90.45,22,60.34,0.63
November,76,36,5131,1.367,57.96,67.11,22,35.04,0.74
December,76,36,5131,1.367,43.61,55.27,22,38.52,0.63
January,76,37,3444,1.367,51.12,68.72,31,48.58,0.58
February,76,37,3444,1.367,41.68,47.8,31,25.63,0.75
March,76,37,3444,1.367,77.4,84.35,31,39.26,0.68
April,76,37,3444,1.367,105.63,106.53,31,59.57,0.59
May,76,37,3444,1.367,167.1,163.16,31,102.22,0.54
June,76,37,3444,1.367,183.86,171.9,31,122.99,0.5
July,76,37,3444,1.367,191.13,184.24,31,129.19,0.48
August,76,37,3444,1.367,194,199.63,31,165.47,0.39
September,76,37,3444,1.367,163.59,186.42,31,151.82,0.38
October,76,37,3444,1.367,106.84,130.92,31,93.76,0.5
November,76,37,3444,1.367,91.55,135.73,31,117.34,0.37
December,76,37,3444,1.367,85.13,143.27,31,140.75,0.34
January,76,38,3205,1.367,68,102.34,32,83.37,0.46
February,76,38,3205,1.367,53.77,64.39,32,36.13,0.65
March,76,38,3205,1.367,104.68,121.95,32,82.69,0.5
April,76,38,3205,1.367,150.17,158.63,32,116.77,0.44
May,76,38,3205,1.367,155.35,151.38,32,96.45,0.53
June,76,38,3205,1.367,197.21,186.06,32,146.85,0.43
July,76,38,3205,1.367,192.21,185.34,32,135.61,0.45
August,76,38,3205,1.367,166.19,171.32,32,120.8,0.46
September,76,38,3205,1.367,146.05,168.08,32,128.56,0.4
October,76,38,3205,1.367,107.65,140.29,32,108.74,0.43
November,76,38,3205,1.367,78,115.08,32,95.64,0.41
December,76,38,3205,1.367,66.11,106.88,32,92.55,0.41
January,78,33,4875,1.367,100.97,153.47,32,146.67,0.32
February,78,33,4875,1.367,83.27,103.76,32,76.01,0.49
March,78,33,4875,1.367,154.61,178.48,32,152.24,0.38
April,78,33,4875,1.367,183.21,188.88,32,171.39,0.36
May,78,33,4875,1.367,196.92,184.23,32,157.62,0.43
June,78,33,4875,1.367,219.9,195.93,32,199.88,0.34
July,78,33,4875,1.367,210.74,193.42,32,188.08,0.35
August,78,33,4875,1.367,228.27,228.52,32,233.39,0.27
September,78,33,4875,1.367,184.57,208.81,32,211.23,0.25
October,78,33,4875,1.367,168.73,226.34,32,241.02,0.18
November,78,33,4875,1.367,118.05,179.76,32,184.87,0.26
December,78,33,4875,1.367,102.69,166.67,32,168.01,0.29
January,78,34,5348,1.367,67.28,86.88,27,60.75,0.59
February,78,34,5348,1.367,70.99,82.52,27,48.24,0.63
March,78,34,5348,1.367,136.3,153.74,27,108.05,0.48
April,78,34,5348,1.367,171.63,178.9,27,138.61,0.43
May,78,34,5348,1.367,184.97,179.65,27,123.18,0.51
June,78,34,5348,1.367,200.94,187.22,27,154.94,0.44
July,78,34,5348,1.367,183.89,174.1,27,127.06,0.52
August,78,34,5348,1.367,205.51,207.24,27,176.64,0.42
September,78,34,5348,1.367,162.75,180.5,27,151.59,0.38
October,78,34,5348,1.367,143.08,181.55,27,167.78,0.3
November,78,34,5348,1.367,86.12,114.28,27,90.05,0.47
December,78,34,5348,1.367,69.95,98.41,27,82.56,0.42
January,78,35,4647,1.367,48.29,62.86,22,53.27,0.43
February,78,35,4647,1.367,34.92,38.7,22,18.06,0.71
March,78,35,4647,1.367,74.73,79.33,22,40.28,0.66
April,78,35,4647,1.367,76.1,77.2,22,27.76,0.75
May,78,35,4647,1.367,132.69,131.22,22,70.1,0.6
June,78,35,4647,1.367,147.08,142.58,22,66.89,0.65
July,78,35,4647,1.367,179.76,176.86,22,113.89,0.52
August,78,35,4647,1.367,193.22,198.83,22,136.35,0.48
September,78,35,4647,1.367,123.41,130.63,22,81.12,0.55
October,78,35,4647,1.367,93.53,107.05,22,72.56,0.55
November,78,35,4647,1.367,49.99,59.14,22,34.55,0.64
December,78,35,4647,1.367,38.33,45.82,22,25.76,0.69
January,78,36,4637,1.367,63.96,89.57,34,67.68,0.57
February,78,36,4637,1.367,45.01,51.67,34,26.01,0.76
March,78,36,4637,1.367,125.85,142.89,34,94.24,0.57
April,78,36,4637,1.367,120.44,121.94,34,74.65,0.57
May,78,36,4637,1.367,151.3,143.3,34,89.77,0.58
June,78,36,4637,1.367,163.5,148.81,34,94.17,0.59
July,78,36,4637,1.367,159.92,149.86,34,78.19,0.64
August,78,36,4637,1.367,168.98,168.59,34,113.43,0.54
September,78,36,4637,1.367,153.86,171.39,34,133.22,0.45
October,78,36,4637,1.367,145.06,195.98,34,177.84,0.33
November,78,36,4637,1.367,105.81,168.74,34,165.71,0.3
December,78,36,4637,1.367,81.46,134.67,34,121.33,0.41
January,78,37,4355,1.367,81.6,133.11,37,116.5,0.37
February,78,37,4355,1.367,64.06,79.4,37,47.52,0.61
March,78,37,4355,1.367,119.94,143.29,37,105.55,0.45
April,78,37,4355,1.367,153.38,159.84,37,128.57,0.43
May,78,37,4355,1.367,147.02,139.55,37,88.77,0.55
June,78,37,4355,1.367,170.64,154.68,37,116.56,0.49
July,78,37,4355,1.367,159.52,148.07,37,92.27,0.57
August,78,37,4355,1.367,147.17,147.5,37,98.78,0.53
September,78,37,4355,1.367,145.62,163.84,37,129.12,0.44
October,78,37,4355,1.367,126.43,172.44,37,150.41,0.36
November,78,37,4355,1.367,99.67,161.19,37,145.67,0.33
December,78,37,4355,1.367,81.05,142.7,37,130.7,0.35
January,78,38,1279,1.367,83.57,139.51,35,122.92,0.4
February,78,38,1279,1.367,77.3,99.18,35,65.69,0.58
March,78,38,1279,1.367,120.51,137.53,35,83.23,0.58
April,78,38,1279,1.367,163.81,172.05,35,126.32,0.49
May,78,38,1279,1.367,170.37,164.01,35,94.13,0.58
June,78,38,1279,1.367,197.82,184.39,35,130.77,0.5
July,78,38,1279,1.367,195.76,184.89,35,137.46,0.48
August,78,38,1279,1.367,173.46,176.9,35,123.08,0.5
September,78,38,1279,1.367,153.78,177.11,35,137.31,0.44
October,78,38,1279,1.367,118.6,156.53,35,121.07,0.46
November,78,38,1279,1.367,85.27,130.79,35,105.48,0.47
December,78,38,1279,1.367,75.87,132.59,35,116.95,0.42
January,80,33,5784,1.367,52.49,62.69,29,34.36,0.71
February,80,33,5784,1.367,64.22,75.6,29,48.07,0.61
March,80,33,5784,1.367,144.19,162.48,29,120.11,0.44
April,80,33,5784,1.367,143.52,144.88,29,94.08,0.55
May,80,33,5784,1.367,182.25,173.99,29,127.65,0.49
June,80,33,5784,1.367,186.92,172.87,29,133.95,0.49
July,80,33,5784,1.367,179.29,169.14,29,113.26,0.53
August,80,33,5784,1.367,198.64,199.22,29,169.43,0.41
September,80,33,5784,1.367,159.8,175.84,29,155.68,0.37
October,80,33,5784,1.367,152.15,196.83,29,199.15,0.25
November,80,33,5784,1.367,103.31,149.3,29,150.01,0.33
December,80,33,5784,1.367,87.1,132.79,29,132.88,0.32
January,80,34,5711,1.367,47.56,55.39,23,31.22,0.65
February,80,34,5711,1.367,53.7,59.19,23,25.42,0.73
March,80,34,5711,1.367,102.11,109.78,23,58.97,0.59
April,80,34,5711,1.367,143.22,148.21,23,91.38,0.52
May,80,34,5711,1.367,128,125.05,23,54.68,0.66
June,80,34,5711,1.367,175.48,169.39,23,112.33,0.49
July,80,34,5711,1.367,201.52,197.27,23,147.66,0.43
August,80,34,5711,1.367,215.82,223.81,23,191.2,0.32
September,80,34,5711,1.367,161.73,178.77,23,140.17,0.39
October,80,34,5711,1.367,126.79,151.29,23,109.37,0.43
November,80,34,5711,1.367,80.47,98.84,23,62.79,0.56
December,80,34,5711,1.367,54.8,62.45,23,26.42,0.76
January,80,35,4952,1.367,95.85,160.19,36,162.48,0.31
February,80,35,4952,1.367,91.76,121.2,36,102.42,0.48
March,80,35,4952,1.367,147.96,176.45,36,155.37,0.39
April,80,35,4952,1.367,163.61,167.24,36,152.48,0.41
May,80,35,4952,1.367,173.92,159.06,36,136.89,0.45
June,80,35,4952,1.367,187.42,165.74,36,145.93,0.44
July,80,35,4952,1.367,203.31,184.01,36,158.41,0.45
August,80,35,4952,1.367,213.78,210.62,36,208.68,0.36
September,80,35,4952,1.367,181.83,207.75,36,211,0.29
October,80,35,4952,1.367,159.64,223.57,36,242.94,0.19
November,80,35,4952,1.367,115.81,193.37,36,209.07,0.22
December,80,35,4952,1.367,104.92,193.74,36,211.03,0.22
January,80,36,3520,1.367,75.48,109.11,34,77.54,0.5
February,80,36,3520,1.367,75.01,92.8,34,55.6,0.56
March,80,36,3520,1.367,128.52,149.86,34,98.1,0.47
April,80,36,3520,1.367,147.03,153.01,34,97.93,0.48
May,80,36,3520,1.367,138.59,133.42,34,61.88,0.62
June,80,36,3520,1.367,152.91,142.87,34,72.49,0.6
July,80,36,3520,1.367,137.5,130.02,34,63.31,0.62
August,80,36,3520,1.367,137.99,138.31,34,70.51,0.59
September,80,36,3520,1.367,130.45,142.73,34,89.46,0.5
October,80,36,3520,1.367,125.18,163.69,34,127.08,0.36
November,80,36,3520,1.367,91.5,135.18,34,107.91,0.38
December,80,36,3520,1.367,78.63,127.47,34,107.8,0.36
January,80,37,1435,1.367,86.99,145.65,37,127.97,0.39
February,80,37,1435,1.367,89.99,118.84,37,83.34,0.52
March,80,37,1435,1.367,148.95,179.95,37,132.56,0.45
April,80,37,1435,1.367,180.51,190.07,37,157.95,0.4
May,80,37,1435,1.367,183.24,175.4,37,116.77,0.51
June,80,37,1435,1.367,201.6,185.86,37,131.05,0.49
July,80,37,1435,1.367,182.37,170.18,37,114.65,0.52
August,80,37,1435,1.367,180.89,183.11,37,127.33,0.49
September,80,37,1435,1.367,162.78,185.59,37,143.41,0.44
October,80,37,1435,1.367,144.9,201.47,37,178.5,0.34
November,80,37,1435,1.367,101.26,166.19,37,149.37,0.36
December,80,37,1435,1.367,85.93,154.99,37,140.6,0.37
January,80,38,1240,1.367,83.52,141.01,37,121.68,0.41
February,80,38,1240,1.367,90.6,121.65,37,86.33,0.53
March,80,38,1240,1.367,139.76,168.52,37,118.26,0.47
April,80,38,1240,1.367,174.39,183.62,37,143.67,0.45
May,80,38,1240,1.367,188.11,180.95,37,115.55,0.54
June,80,38,1240,1.367,198.86,184.42,37,122.91,0.52
July,80,38,1240,1.367,198.1,186.2,37,129.98,0.51
August,80,38,1240,1.367,176.68,179.16,37,119.79,0.52
September,80,38,1240,1.367,154.66,176.97,37,135.47,0.45
October,80,38,1240,1.367,134.94,186.35,37,155.34,0.38
November,80,38,1240,1.367,91.93,149.9,37,129.77,0.4
December,80,38,1240,1.367,78.86,142.69,37,127.32,0.4
January,82,33,4701,1.367,106.56,168.29,34,167.15,0.29
February,82,33,4701,1.367,111.38,149.2,34,134.28,0.36
March,82,33,4701,1.367,168.38,199.22,34,184.25,0.3
April,82,33,4701,1.367,172.51,175.95,34,156.55,0.39
May,82,33,4701,1.367,204.27,189.65,34,168.46,0.39
June,82,33,4701,1.367,216.13,192.6,34,188.38,0.33
July,82,33,4701,1.367,216.94,199.96,34,171.9,0.39
August,82,33,4701,1.367,221.32,219.03,34,213.1,0.32
September,82,33,4701,1.367,179.24,200.11,34,202.39,0.3
October,82,33,4701,1.367,170.75,231.59,34,249.73,0.18
November,82,33,4701,1.367,120.41,189.5,34,201.6,0.22
December,82,33,4701,1.367,107.71,182.3,34,192.23,0.24
January,82,34,5777,1.367,48.86,57.27,29,30.07,0.72
February,82,34,5777,1.367,46.61,51.19,29,21.47,0.78
March,82,34,5777,1.367,91.08,96.31,29,45.23,0.68
April,82,34,5777,1.367,142.81,147.37,29,100.37,0.5
May,82,34,5777,1.367,129.4,123.01,29,60.61,0.66
June,82,34,5777,1.367,154.71,145.33,29,88.2,0.56
July,82,34,5777,1.367,178.41,170.9,29,114.1,0.5
August,82,34,5777,1.367,190.7,193.97,29,151.94,0.43
September,82,34,5777,1.367,143.49,156.63,29,120.69,0.44
October,82,34,5777,1.367,128.56,160.63,29,134.45,0.37
November,82,34,5777,1.367,90.39,124.51,29,102.41,0.44
December,82,34,5777,1.367,88.53,134.9,29,130.06,0.38
January,82,35,5071,1.367,89.13,147.2,38,141.2,0.34
February,82,35,5071,1.367,90.65,121.02,38,102.33,0.45
March,82,35,5071,1.367,118.97,139.36,38,107.85,0.46
April,82,35,5071,1.367,129.91,129.5,38,81.03,0.58
May,82,35,5071,1.367,129.98,119.54,38,67.53,0.63
June,82,35,5071,1.367,152.45,135.15,38,94.65,0.56
July,82,35,5071,1.367,184.39,167.13,38,128.66,0.49
August,82,35,5071,1.367,198.79,197.52,38,166.46,0.4
September,82,35,5071,1.367,171.73,193.6,38,190.79,0.32
October,82,35,5071,1.367,151,208.15,38,210.6,0.26
November,82,35,5071,1.367,115.14,192.09,38,200.79,0.24
December,82,35,5071,1.367,103.36,190.34,38,200.14,0.22
January,82,36,4466,1.367,77,114.21,34,88.99,0.46
February,82,36,4466,1.367,92.22,120.14,34,84.89,0.48
March,82,36,4466,1.367,149.55,176.89,34,125.62,0.44
April,82,36,4466,1.367,177.96,187.28,34,139.7,0.43
May,82,36,4466,1.367,183.81,178.11,34,113.01,0.51
June,82,36,4466,1.367,189.64,177.58,34,114.57,0.51
July,82,36,4466,1.367,176.9,168.38,34,99.76,0.55
August,82,36,4466,1.367,175.52,178.52,34,112.67,0.51
September,82,36,4466,1.367,159.33,178.95,34,122.12,0.46
October,82,36,4466,1.367,135.13,177.9,34,143.64,0.37
November,82,36,4466,1.367,92.87,137.79,34,112.13,0.41
December,82,36,4466,1.367,76.7,124.49,34,106.79,0.4
January,82,37,1437,1.367,87.32,145.31,38,125.31,0.4
February,82,37,1437,1.367,96.42,130.83,38,94.55,0.48
March,82,37,1437,1.367,157.55,193.04,38,152.72,0.4
April,82,37,1437,1.367,182.23,191.39,38,153.65,0.42
May,82,37,1437,1.367,189.34,180.85,38,124.89,0.5
June,82,37,1437,1.367,197.96,182.44,38,124.94,0.5
July,82,37,1437,1.367,182.26,169.89,38,112.08,0.53
August,82,37,1437,1.367,179.41,180.64,38,119.37,0.52
September,82,37,1437,1.367,164.64,188.28,38,143.35,0.43
October,82,37,1437,1.367,145.63,203.28,38,179.51,0.34
November,82,37,1437,1.367,101.37,165.48,38,145.51,0.38
December,82,37,1437,1.367,86.99,158.1,38,143.34,0.36
January,82,38,1219,1.367,80.93,134.39,37,114.19,0.43
February,82,38,1219,1.367,95.2,130.34,37,94.49,0.48
March,82,38,1219,1.367,147.91,179.8,37,133.46,0.45
April,82,38,1219,1.367,181.82,192.39,37,152.88,0.43
May,82,38,1219,1.367,187.65,180.7,37,114.46,0.53
June,82,38,1219,1.367,193.03,178.54,37,125.71,0.5
July,82,38,1219,1.367,198.52,186.04,37,132.44,0.5
August,82,38,1219,1.367,179.92,182.85,37,125.59,0.5
September,82,38,1219,1.367,156.95,179.61,37,138.93,0.44
October,82,38,1219,1.367,136.96,190.25,37,162.12,0.37
November,82,38,1219,1.367,92.5,149.43,37,126.2,0.41
December,82,38,1219,1.367,79,142.57,37,125.95,0.39
January,84,33,4585,1.367,100.71,160.57,35,159.88,0.31
February,84,33,4585,1.367,115.8,160.47,35,155.58,0.31
March,84,33,4585,1.367,162.37,192.51,35,180.85,0.33
April,84,33,4585,1.367,156,158.29,35,134.68,0.41
May,84,33,4585,1.367,193.34,177.31,35,159.88,0.43
June,84,33,4585,1.367,205.25,180.69,35,172.72,0.39
July,84,33,4585,1.367,203.64,185.75,35,152.87,0.43
August,84,33,4585,1.367,194.4,191.25,35,170.55,0.38
September,84,33,4585,1.367,171.7,190.55,35,185.31,0.32
October,84,33,4585,1.367,165.67,224.89,35,238.81,0.21
November,84,33,4585,1.367,116.01,181.74,35,185.66,0.28
December,84,33,4585,1.367,116.79,211.89,35,244.72,0.16
January,84,34,5551,1.367,84.7,128.34,35,113.13,0.39
February,84,34,5551,1.367,84.23,105.83,35,76.98,0.53
March,84,34,5551,1.367,119.66,137.52,35,96.66,0.5
April,84,34,5551,1.367,116.07,113.74,35,63.05,0.62
May,84,34,5551,1.367,116.7,107.47,35,47.21,0.71
June,84,34,5551,1.367,150.19,135.88,35,79.82,0.61
July,84,34,5551,1.367,176.88,163.95,35,103,0.54
August,84,34,5551,1.367,170.44,168.78,35,119.93,0.49
September,84,34,5551,1.367,138.37,148.77,35,107.22,0.48
October,84,34,5551,1.367,116.48,143.93,35,108.94,0.46
November,84,34,5551,1.367,110.73,172.02,35,165.51,0.3
December,84,34,5551,1.367,103.33,179.68,35,187.28,0.23
January,84,35,5163,1.367,98.86,166.42,37,168.1,0.29
February,84,35,5163,1.367,88.77,117.63,37,96.31,0.46
March,84,35,5163,1.367,127.32,145.14,37,104.68,0.51
April,84,35,5163,1.367,135.07,135.89,37,92.16,0.55
May,84,35,5163,1.367,122.73,113.22,37,59.48,0.65
June,84,35,5163,1.367,154.74,138.09,37,90.57,0.59
July,84,35,5163,1.367,191.07,173.43,37,138.37,0.49
August,84,35,5163,1.367,178.22,176.62,37,132.82,0.47
September,84,35,5163,1.367,154.78,169.18,37,141.61,0.43
October,84,35,5163,1.367,111.47,135.35,37,99.05,0.52
November,84,35,5163,1.367,110.95,181.32,37,184.05,0.28
December,84,35,5163,1.367,103.12,189.65,37,205.18,0.22
January,84,36,5136,1.367,84.24,135.14,37,114.3,0.44
February,84,36,5136,1.367,91.03,122.74,37,93.22,0.47
March,84,36,5136,1.367,153.97,187.7,37,156.09,0.37
April,84,36,5136,1.367,165.99,172.01,37,141.22,0.41
May,84,36,5136,1.367,157.74,147.99,37,99.95,0.54
June,84,36,5136,1.367,160.09,144.6,37,100.46,0.53
July,84,36,5136,1.367,136.22,124.61,37,76.22,0.6
August,84,36,5136,1.367,144.35,143.96,37,94.72,0.53
September,84,36,5136,1.367,152.93,172.3,37,142.45,0.4
October,84,36,5136,1.367,151.61,211.59,37,200.95,0.28
November,84,36,5136,1.367,96.61,147.82,37,127.47,0.41
December,84,36,5136,1.367,82.93,141.6,37,123.55,0.39
January,84,37,2392,1.367,91.83,157.31,38,141.84,0.36
February,84,37,2392,1.367,105.9,149.15,38,119.38,0.42
March,84,37,2392,1.367,164.8,202.54,38,166.6,0.38
April,84,37,2392,1.367,192.15,202.68,38,167.18,0.4
May,84,37,2392,1.367,197.54,187.28,38,140.24,0.47
June,84,37,2392,1.367,202.07,185.14,38,134.44,0.49
July,84,37,2392,1.367,183.15,169.87,38,110.52,0.55
August,84,37,2392,1.367,183.37,185.18,38,127.38,0.49
September,84,37,2392,1.367,169.37,193.85,38,157.02,0.41
October,84,37,2392,1.367,150.34,210.78,38,188.9,0.33
November,84,37,2392,1.367,102.74,167.85,38,146.79,0.37
December,84,37,2392,1.367,88.26,161.27,38,146.95,0.35
January,84,38,1264,1.367,84.89,144.3,38,124.64,0.4
February,84,38,1264,1.367,97.07,137.02,38,108.96,0.44
March,84,38,1264,1.367,151.42,186.33,38,144.71,0.43
April,84,38,1264,1.367,185.58,196.57,38,161.39,0.41
May,84,38,1264,1.367,190.62,183.41,38,123.4,0.51
June,84,38,1264,1.367,198.94,182.37,38,133.03,0.5
July,84,38,1264,1.367,200.53,187.36,38,140.01,0.49
August,84,38,1264,1.367,186.34,190.02,38,142.31,0.46
September,84,38,1264,1.367,162.23,186.76,38,149.41,0.42
October,84,38,1264,1.367,139.64,195.63,38,170.07,0.36
November,84,38,1264,1.367,95.73,157.49,38,135.89,0.39
December,84,38,1264,1.367,81.13,149.26,38,134.2,0.37
January,86,33,4904,1.367,104.81,166.81,35,166.3,0.32
February,86,33,4904,1.367,106.88,144.92,35,134.4,0.37
March,86,33,4904,1.367,155.91,183.31,35,162.84,0.35
April,86,33,4904,1.367,161.78,164.02,35,135.59,0.43
May,86,33,4904,1.367,189.64,174.32,35,153.54,0.44
June,86,33,4904,1.367,203.62,178.63,35,171.23,0.41
July,86,33,4904,1.367,200.99,182.28,35,154.82,0.45
August,86,33,4904,1.367,189.01,186.94,35,155.06,0.41
September,86,33,4904,1.367,157.49,171.75,35,154.33,0.39
October,86,33,4904,1.367,158.35,211.56,35,215.73,0.25
November,86,33,4904,1.367,118.39,188.15,35,197.88,0.24
December,86,33,4904,1.367,111.92,199.5,35,226.8,0.18
January,86,34,4982,1.367,79.14,120.39,36,106.23,0.45
February,86,34,4982,1.367,78.32,99.14,36,74.46,0.52
March,86,34,4982,1.367,114.16,133.24,36,105.04,0.47
April,86,34,4982,1.367,120.11,117.74,36,64.99,0.62
May,86,34,4982,1.367,114.52,105.77,36,47.22,0.73
June,86,34,4982,1.367,148.72,132.75,36,77.38,0.65
July,86,34,4982,1.367,169.49,154.31,36,102.09,0.58
August,86,34,4982,1.367,161.31,157.09,36,116.82,0.52
September,86,34,4982,1.367,127.68,134.35,36,102.86,0.51
October,86,34,4982,1.367,126.46,162.39,36,133.41,0.43
November,86,34,4982,1.367,111.1,176.71,36,175.4,0.28
December,86,34,4982,1.367,101.01,179.93,36,195.44,0.24
January,86,35,5048,1.367,94.93,158.65,38,152.65,0.33
February,86,35,5048,1.367,88.82,120.57,38,102.15,0.42
March,86,35,5048,1.367,81.99,89.94,38,52.81,0.63
April,86,35,5048,1.367,111.21,109.55,38,63.08,0.6
May,86,35,5048,1.367,92.81,84.93,38,37.36,0.73
June,86,35,5048,1.367,185.14,163.22,38,145.09,0.43
July,86,35,5048,1.367,194.86,177.28,38,148.87,0.44
August,86,35,5048,1.367,175.6,174.02,38,133.28,0.45
September,86,35,5048,1.367,150.83,166.18,38,147.88,0.39
October,86,35,5048,1.367,129.53,173.29,38,154.91,0.37
